date,description,amount,type,payment_mode
2025-01-18,Amazon,2857,debit,UPI
2025-03-14,Ola,18384,debit,UPI
2025-04-23,Mutual Fund,11158,credit,UPI
2025-03-31,Game,18413,debit,UPI
2025-04-21,Water,12175,debit,UPI
2025-08-22,Amazon,3545,debit,UPI
2025-04-18,Amazon,6508,debit,UPI
2025-07-26,Movie,15689,debit,UPI
2025-04-07,Movie,19522,debit,UPI
2025-05-06,House Rent,11241,debit,UPI
2025-01-17,Electricity,5804,debit,UPI
2025-04-23,Ola,13767,debit,UPI
2025-03-27,Amazon,16280,debit,UPI
2025-04-17,Stock,7843,debit,UPI
2025-05-14,House Rent,11507,debit,UPI
2025-06-05,Stock,17739,debit,UPI
2025-03-21,Water,5271,debit,UPI
2025-02-23,Zomato,13364,debit,UPI
2025-02-21,Game,11486,debit,UPI
2025-01-18,Electricity,17238,debit,UPI
2025-01-08,House Rent,4437,debit,UPI
2025-02-12,Amazon,16352,debit,UPI
2025-07-12,Netflix,3806,debit,UPI
2025-01-15,Stock,1995,credit,UPI
2025-04-22,Water,12253,debit,UPI
2025-04-20,Ola,788,debit,UPI
2025-05-16,Water,17551,debit,UPI
2025-04-30,Stock,14396,debit,UPI
2025-06-14,Zomato,19979,debit,UPI
2025-06-08,Prime,14294,debit,UPI
2025-01-29,House Rent,4983,debit,UPI
2025-01-19,Ola,1279,debit,UPI
2025-03-13,House Rent,1014,debit,UPI
2025-01-26,Electricity,17216,debit,UPI
2025-01-10,Flipkart,8529,debit,UPI
2025-01-23,Uber,14422,debit,UPI
2025-04-26,House Rent,15757,debit,UPI
2025-08-11,Amazon,13282,debit,UPI
2025-07-23,Water,9253,debit,UPI
2025-06-25,Netflix,692,debit,UPI
2025-05-10,Spotify,2455,debit,UPI
2025-04-05,Electricity,4270,debit,UPI
2025-05-28,Ola,19699,debit,UPI
2025-06-07,Ola,17028,debit,UPI
2025-01-07,Amazon,1988,debit,UPI
2025-04-22,Ola,8448,debit,UPI
2025-08-08,Electricity,1397,debit,UPI
2025-01-17,Electricity,17204,debit,UPI
2025-06-14,Swiggy,11139,debit,UPI
2025-06-30,Game,8099,debit,UPI
2025-03-16,House Rent,18829,debit,UPI
2025-09-04,Prime,13605,debit,UPI
2025-02-27,Spotify,3800,debit,UPI
2025-06-30,Spotify,14875,debit,UPI
2025-03-25,Uber,18370,debit,UPI
2025-01-11,Stock,12596,debit,UPI
2025-03-02,Flipkart,10607,debit,UPI
2025-03-23,Flipkart,308,debit,UPI
2025-02-21,Zomato,18218,debit,UPI
2025-03-08,Amazon,14032,debit,UPI
2025-07-09,Zomato,8513,debit,UPI
2025-06-03,Game,7893,debit,UPI
2025-07-06,Movie,1829,debit,UPI
2025-05-06,Netflix,11798,debit,UPI
2025-08-20,Electricity,17217,debit,UPI
2025-01-30,Mutual Fund,11826,debit,UPI
2025-08-02,Ola,11420,debit,UPI
2025-03-01,Spotify,13423,debit,UPI
2025-05-22,Amazon,9123,debit,UPI
2025-03-10,Zomato,12963,debit,UPI
2025-01-07,Game,19235,debit,UPI
2025-02-14,Amazon,18324,debit,UPI
2025-08-27,Swiggy,15476,debit,UPI
2025-01-30,House Rent,9193,debit,UPI
2025-07-11,House Rent,2778,debit,UPI
2025-05-28,Movie,12722,debit,UPI
2025-05-04,Netflix,11931,debit,UPI
2025-04-07,Stock,12262,debit,UPI
2025-03-13,Game,16803,debit,UPI
2025-06-06,Electricity,9124,debit,UPI
2025-05-14,Swiggy,14394,debit,UPI
2025-01-21,House Rent,3886,debit,UPI
2025-02-14,Game,7815,debit,UPI
2025-03-09,Game,13252,debit,UPI
2025-08-10,Swiggy,9305,debit,UPI
2025-07-31,Swiggy,737,debit,UPI
2025-07-25,Water,16185,debit,UPI
2025-03-29,Ola,7415,debit,UPI
2025-09-06,Spotify,12495,debit,UPI
2025-06-08,House Rent,638,debit,UPI
2025-04-25,Movie,16120,debit,UPI
2025-04-25,Zomato,8816,debit,UPI
2025-06-06,Electricity,6281,debit,UPI
2025-03-19,House Rent,17405,debit,UPI
2025-08-09,House Rent,2615,debit,UPI
2025-02-10,Flipkart,18836,debit,UPI
2025-08-02,Stock,2136,debit,UPI
2025-05-15,Spotify,7298,debit,UPI
2025-07-04,Electricity,2782,debit,UPI
2025-07-17,Flipkart,16131,debit,UPI
2025-06-01,Stock,1362,debit,UPI
2025-08-19,Uber,15836,debit,UPI
2025-03-14,Stock,11193,debit,UPI
2025-01-08,Game,5017,debit,UPI
2025-03-16,Prime,612,debit,UPI
2025-04-01,Flipkart,13358,debit,UPI
2025-06-15,Uber,3992,debit,UPI
2025-09-07,Swiggy,16489,debit,UPI
2025-07-15,Amazon,12601,debit,UPI
2025-02-13,Game,346,debit,UPI
2025-03-09,Uber,18570,debit,UPI
2025-05-13,House Rent,5176,debit,UPI
2025-08-01,Spotify,19207,debit,UPI
2025-02-03,Game,11836,debit,UPI
2025-04-24,Water,10990,debit,UPI
2025-08-20,Netflix,9640,debit,UPI
2025-05-15,Zomato,1379,debit,UPI
2025-01-02,Swiggy,12578,debit,UPI
2025-01-16,Water,10541,debit,UPI
2025-06-09,Flipkart,19302,debit,UPI
2025-04-26,Flipkart,3095,debit,UPI
2025-04-11,Uber,14135,debit,UPI
2025-04-13,Prime,8941,debit,UPI
2025-02-07,Electricity,11934,debit,UPI
2025-06-14,Stock,4537,credit,UPI
2025-08-25,Electricity,6945,debit,UPI
2025-01-24,Ola,19288,debit,UPI
2025-01-26,Electricity,18437,debit,UPI
2025-01-02,Spotify,8469,debit,UPI
2025-08-03,Amazon,12226,debit,UPI
2025-01-31,Zomato,9677,debit,UPI
2025-08-02,Electricity,1708,debit,UPI
2025-02-23,Flipkart,7139,debit,UPI
2025-08-25,Amazon,8587,debit,UPI
2025-04-05,House Rent,2050,debit,UPI
2025-05-21,Stock,19023,credit,UPI
2025-03-14,Prime,17189,debit,UPI
2025-06-10,Zomato,7324,debit,UPI
2025-05-02,Swiggy,18575,debit,UPI
2025-05-28,Amazon,2771,debit,UPI
2025-02-23,Zomato,17241,debit,UPI
2025-09-01,Ola,8158,debit,UPI
2025-01-12,Water,18457,debit,UPI
2025-05-24,Stock,1406,debit,UPI
2025-04-28,Electricity,6679,debit,UPI
2025-05-24,Game,15367,debit,UPI
2025-02-13,Game,1272,debit,UPI
2025-01-19,Uber,2593,debit,UPI
2025-05-18,Stock,14648,credit,UPI
2025-08-22,Netflix,4309,debit,UPI
2025-02-08,Mutual Fund,107,debit,UPI
2025-07-21,Amazon,16981,debit,UPI
2025-03-28,Amazon,2138,debit,UPI
2025-01-22,Electricity,12054,debit,UPI
2025-01-16,House Rent,12322,debit,UPI
2025-06-22,Prime,451,debit,UPI
2025-06-18,House Rent,7736,debit,UPI
2025-04-13,Water,1817,debit,UPI
2025-07-03,Netflix,5814,debit,UPI
2025-01-11,House Rent,1388,debit,UPI
2025-06-16,Netflix,4857,debit,UPI
2025-08-30,Movie,19216,debit,UPI
2025-04-12,Swiggy,9698,debit,UPI
2025-02-06,Ola,12249,debit,UPI
2025-02-20,House Rent,2307,debit,UPI
2025-02-08,Spotify,11664,debit,UPI
2025-08-21,Flipkart,13945,debit,UPI
2025-07-04,Electricity,3121,debit,UPI
2025-08-23,Electricity,18219,debit,UPI
2025-03-01,Zomato,14297,debit,UPI
2025-02-16,Electricity,15067,debit,UPI
2025-08-08,Movie,16426,debit,UPI
2025-07-27,Amazon,2443,debit,UPI
2025-03-01,Movie,13422,debit,UPI
2025-03-21,Electricity,12619,debit,UPI
2025-03-18,House Rent,16912,debit,UPI
2025-09-08,Water,1596,debit,UPI
2025-07-08,House Rent,1737,debit,UPI
2025-07-03,Spotify,13425,debit,UPI
2025-03-06,House Rent,5246,debit,UPI
2025-05-10,House Rent,10677,debit,UPI
2025-03-19,Movie,14730,debit,UPI
2025-05-21,Netflix,7659,debit,UPI
2025-02-24,Zomato,9116,debit,UPI
2025-08-11,Prime,17069,debit,UPI
2025-01-10,House Rent,14575,debit,UPI
2025-02-15,Ola,12283,debit,UPI
2025-01-04,Game,14658,debit,UPI
2025-02-21,Spotify,17529,debit,UPI
2025-04-09,Flipkart,12381,debit,UPI
2025-01-10,Swiggy,5220,debit,UPI
2025-04-08,Game,7987,debit,UPI
2025-01-02,Mutual Fund,2154,credit,UPI
2025-04-30,Ola,8619,debit,UPI
2025-08-21,Game,1494,debit,UPI
2025-03-10,Prime,17795,debit,UPI
2025-01-11,Water,13940,debit,UPI
2025-05-16,Swiggy,3836,debit,UPI
2025-06-08,Water,18959,debit,UPI
2025-01-27,Zomato,1675,debit,UPI
2025-01-23,Zomato,16144,debit,UPI
2025-01-15,Zomato,19510,debit,UPI
2025-07-13,Flipkart,6248,debit,UPI
2025-02-26,House Rent,15370,debit,UPI
2025-05-31,Mutual Fund,15279,debit,UPI
2025-08-14,Mutual Fund,4532,debit,UPI
2025-02-07,Movie,19453,debit,UPI
2025-07-28,Zomato,13844,debit,UPI
2025-07-20,Zomato,8302,debit,UPI
2025-04-13,Netflix,5167,debit,UPI
2025-04-19,Electricity,7302,debit,UPI
2025-06-26,Game,2552,debit,UPI
2025-08-04,Water,14643,debit,UPI
2025-06-29,Stock,14010,debit,UPI
2025-01-16,Amazon,5510,debit,UPI
2025-04-28,Prime,6055,debit,UPI
2025-05-03,Flipkart,1679,debit,UPI
2025-08-21,Stock,5553,credit,UPI
2025-05-17,Uber,214,debit,UPI
2025-05-23,Flipkart,1020,debit,UPI
2025-08-08,Netflix,5220,debit,UPI
2025-03-12,Game,6611,debit,UPI
2025-09-04,Uber,836,debit,UPI
2025-03-15,Amazon,2210,debit,UPI
2025-04-11,Game,17840,debit,UPI
2025-07-31,Swiggy,5506,debit,UPI
2025-01-02,Mutual Fund,12710,debit,UPI
2025-03-24,House Rent,16397,debit,UPI
2025-07-22,Flipkart,5720,debit,UPI
2025-06-19,Ola,5706,debit,UPI
2025-04-14,Spotify,17344,debit,UPI
2025-07-02,Uber,1912,debit,UPI
2025-05-04,Uber,17789,debit,UPI
2025-03-20,Stock,7168,debit,UPI
2025-06-07,Electricity,6997,debit,UPI
2025-06-18,Game,17425,debit,UPI
2025-07-10,Movie,11455,debit,UPI
2025-02-18,Swiggy,10418,debit,UPI
2025-04-14,Uber,118,debit,UPI
2025-06-24,Flipkart,8928,debit,UPI
2025-03-30,House Rent,14974,debit,UPI
2025-08-16,Water,4400,debit,UPI
2025-04-29,Stock,14604,debit,UPI
2025-06-06,Swiggy,16111,debit,UPI
2025-02-09,Netflix,9358,debit,UPI
2025-01-17,Electricity,7530,debit,UPI
2025-08-03,Stock,14843,debit,UPI
2025-02-19,Zomato,9480,debit,UPI
2025-07-21,Uber,9106,debit,UPI
2025-07-05,House Rent,229,debit,UPI
2025-02-28,House Rent,6725,debit,UPI
2025-08-14,Game,11595,debit,UPI
2025-05-08,Swiggy,19215,debit,UPI
2025-03-24,House Rent,10729,debit,UPI
2025-05-25,Uber,11261,debit,UPI
2025-07-28,Water,11279,debit,UPI
2025-07-16,Stock,2278,debit,UPI
2025-03-09,Zomato,14219,debit,UPI
2025-08-31,House Rent,2149,debit,UPI
2025-04-14,Water,19938,debit,UPI
2025-01-21,Electricity,1122,debit,UPI
2025-07-24,Netflix,8704,debit,UPI
2025-08-20,Game,15143,debit,UPI
2025-06-21,Prime,17046,debit,UPI
2025-06-07,Spotify,6184,debit,UPI
2025-06-22,Mutual Fund,12228,debit,UPI
2025-04-28,House Rent,18811,debit,UPI
2025-05-27,Water,18924,debit,UPI
2025-04-19,House Rent,14046,debit,UPI
2025-08-31,Game,8986,debit,UPI
2025-04-24,Flipkart,9641,debit,UPI
2025-01-05,Ola,14360,debit,UPI
2025-05-05,House Rent,260,debit,UPI
2025-08-15,Uber,17925,debit,UPI
2025-04-04,Movie,9765,debit,UPI
2025-03-04,Stock,13862,debit,UPI
2025-02-24,Netflix,10543,debit,UPI
2025-05-04,House Rent,8717,debit,UPI
2025-01-04,Ola,2755,debit,UPI
2025-01-09,Game,18295,debit,UPI
2025-05-16,Stock,6465,debit,UPI
2025-04-17,Game,6869,debit,UPI
2025-08-01,House Rent,17395,debit,UPI
2025-06-25,Swiggy,11163,debit,UPI
2025-01-20,Electricity,15340,debit,UPI
2025-02-17,Spotify,5785,debit,UPI
2025-06-11,Game,6243,debit,UPI
2025-04-01,Spotify,10214,debit,UPI
2025-08-31,Zomato,7917,debit,UPI
2025-03-28,Movie,716,debit,UPI
2025-04-09,Movie,18263,debit,UPI
2025-04-02,Uber,6893,debit,UPI
2025-05-01,Ola,14251,debit,UPI
2025-04-28,House Rent,9675,debit,UPI
2025-03-10,Netflix,11628,debit,UPI
2025-07-20,Zomato,15961,debit,UPI
2025-01-12,House Rent,5337,debit,UPI
2025-05-08,Game,785,debit,UPI
2025-08-17,Game,8612,debit,UPI
2025-05-22,House Rent,15213,debit,UPI
2025-01-09,House Rent,5072,debit,UPI
2025-06-24,Prime,2536,debit,UPI
2025-09-06,Electricity,13437,debit,UPI
2025-05-29,Swiggy,10596,debit,UPI
2025-03-27,Water,13950,debit,UPI
2025-01-05,Ola,8782,debit,UPI
2025-05-28,Prime,19313,debit,UPI
2025-08-05,House Rent,17473,debit,UPI
2025-06-20,House Rent,474,debit,UPI
2025-06-13,Water,10715,debit,UPI
2025-05-10,Game,19423,debit,UPI
2025-06-21,Zomato,18975,debit,UPI
2025-01-13,Electricity,14385,debit,UPI
2025-03-03,Movie,8397,debit,UPI
2025-03-02,Stock,17373,debit,UPI
2025-08-19,Stock,7452,debit,UPI
2025-05-30,Zomato,11786,debit,UPI
2025-05-20,Uber,8702,debit,UPI
2025-03-14,Netflix,12239,debit,UPI
2025-01-03,House Rent,13169,debit,UPI
2025-03-30,House Rent,14736,debit,UPI
2025-01-30,House Rent,16452,debit,UPI
2025-05-25,Electricity,997,debit,UPI
2025-03-29,Uber,17354,debit,UPI
2025-01-25,Movie,16243,debit,UPI
2025-08-13,Game,5663,debit,UPI
2025-05-13,Electricity,6119,debit,UPI
2025-08-05,Mutual Fund,13899,credit,UPI
2025-03-28,Swiggy,2962,debit,UPI
2025-02-26,Zomato,7693,debit,UPI
2025-06-26,Zomato,14573,debit,UPI
2025-03-23,Electricity,7843,debit,UPI
2025-02-06,Netflix,6627,debit,UPI
2025-07-14,House Rent,13251,debit,UPI
2025-09-08,Swiggy,1012,debit,UPI
2025-05-11,House Rent,7619,debit,UPI
2025-05-04,House Rent,15331,debit,UPI
2025-06-17,Amazon,15167,debit,UPI
2025-04-30,Spotify,2586,debit,UPI
2025-05-14,House Rent,6837,debit,UPI
2025-04-18,Spotify,13557,debit,UPI
2025-08-03,Amazon,16132,debit,UPI
2025-07-17,Prime,8382,debit,UPI
2025-08-04,Netflix,5365,debit,UPI
2025-04-13,Uber,526,debit,UPI
2025-06-21,Swiggy,12196,debit,UPI
2025-05-07,Uber,3258,debit,UPI
2025-06-30,Uber,19278,debit,UPI
2025-08-28,House Rent,18698,debit,UPI
2025-02-11,Stock,12921,credit,UPI
2025-09-01,Mutual Fund,6646,debit,UPI
2025-07-03,House Rent,2299,debit,UPI
2025-08-09,Movie,9326,debit,UPI
2025-06-06,Electricity,11359,debit,UPI
2025-01-31,Netflix,10812,debit,UPI
2025-07-12,Amazon,1672,debit,UPI
2025-03-27,Game,11999,debit,UPI
2025-04-20,House Rent,6724,debit,UPI
2025-06-08,House Rent,17823,debit,UPI
2025-08-01,Game,654,debit,UPI
2025-06-04,Swiggy,8815,debit,UPI
2025-01-09,Spotify,7050,debit,UPI
2025-05-02,House Rent,10624,debit,UPI
2025-07-14,Ola,18915,debit,UPI
2025-04-21,Zomato,162,debit,UPI
2025-05-18,Ola,12305,debit,UPI
2025-02-09,Ola,4027,debit,UPI
2025-04-27,Stock,2182,credit,UPI
2025-02-17,Netflix,17636,debit,UPI
2025-05-30,Mutual Fund,18955,credit,UPI
2025-07-15,Amazon,8994,debit,UPI
2025-05-31,Mutual Fund,10905,credit,UPI
2025-03-25,Netflix,17906,debit,UPI
2025-03-24,Uber,4609,debit,UPI
2025-04-07,Mutual Fund,661,debit,UPI
2025-03-16,Flipkart,5108,debit,UPI
2025-06-11,Stock,19023,credit,UPI
2025-08-08,Uber,15802,debit,UPI
2025-05-23,Game,19069,debit,UPI
2025-02-02,Uber,5834,debit,UPI
2025-03-06,Uber,1399,debit,UPI
2025-04-14,Netflix,12378,debit,UPI
2025-02-08,House Rent,3106,debit,UPI
2025-08-31,Swiggy,14004,debit,UPI
2025-01-24,Electricity,13936,debit,UPI
2025-06-17,Game,498,debit,UPI
2025-04-17,Ola,12997,debit,UPI
2025-03-09,Swiggy,765,debit,UPI
2025-05-08,Spotify,4184,debit,UPI
2025-07-04,House Rent,18680,debit,UPI
2025-03-23,Zomato,8553,debit,UPI
2025-08-21,Ola,1874,debit,UPI
2025-06-18,Zomato,14602,debit,UPI
2025-08-29,Stock,14570,debit,UPI
2025-07-04,House Rent,18588,debit,UPI
2025-08-26,Zomato,17308,debit,UPI
2025-08-24,Electricity,326,debit,UPI
2025-07-31,Uber,17593,debit,UPI
2025-06-13,Mutual Fund,14703,debit,UPI
2025-03-31,Netflix,16159,debit,UPI
2025-08-08,Uber,858,debit,UPI
2025-04-30,Uber,14808,debit,UPI
2025-05-29,Game,19375,debit,UPI
2025-06-21,Stock,18398,credit,UPI
2025-04-15,Swiggy,3006,debit,UPI
2025-08-04,House Rent,17167,debit,UPI
2025-03-08,Amazon,16337,debit,UPI
2025-01-26,Prime,2062,debit,UPI
2025-07-04,Uber,13354,debit,UPI
2025-05-15,Zomato,11591,debit,UPI
2025-02-10,House Rent,14770,debit,UPI
2025-04-24,Amazon,4773,debit,UPI
2025-09-01,Movie,13193,debit,UPI
2025-08-11,Ola,14167,debit,UPI
2025-06-18,Mutual Fund,1422,debit,UPI
2025-04-29,Stock,8490,debit,UPI
2025-05-20,Amazon,12032,debit,UPI
2025-02-21,Electricity,4869,debit,UPI
2025-08-06,Electricity,17975,debit,UPI
2025-06-17,Amazon,3407,debit,UPI
2025-04-04,Mutual Fund,1410,credit,UPI
2025-05-29,Water,11015,debit,UPI
2025-01-29,Stock,13641,debit,UPI
2025-04-14,Movie,18774,debit,UPI
2025-07-30,Amazon,18337,debit,UPI
2025-01-13,Flipkart,5000,debit,UPI
2025-07-20,House Rent,7262,debit,UPI
2025-05-01,Movie,507,debit,UPI
2025-05-24,House Rent,14171,debit,UPI
2025-02-23,Swiggy,2276,debit,UPI
2025-01-28,Movie,2850,debit,UPI
2025-01-06,Swiggy,11488,debit,UPI
2025-04-09,Game,10574,debit,UPI
2025-06-15,House Rent,13326,debit,UPI
2025-04-27,Electricity,11297,debit,UPI
2025-02-20,Amazon,12808,debit,UPI
2025-08-22,House Rent,380,debit,UPI
2025-08-08,Electricity,2614,debit,UPI
2025-02-15,Uber,7456,debit,UPI
2025-09-03,House Rent,15065,debit,UPI
2025-05-06,Spotify,11216,debit,UPI
2025-09-06,Prime,1394,debit,UPI
2025-01-02,Flipkart,18497,debit,UPI
2025-03-24,Amazon,12128,debit,UPI
2025-06-02,Swiggy,14478,debit,UPI
2025-06-21,Uber,1535,debit,UPI
2025-07-13,Game,9423,debit,UPI
2025-08-07,Flipkart,14044,debit,UPI
2025-07-17,Water,10637,debit,UPI
2025-05-18,Swiggy,15861,debit,UPI
2025-07-03,Game,12879,debit,UPI
2025-02-17,Stock,6149,credit,UPI
2025-07-10,Electricity,6058,debit,UPI
2025-02-21,Amazon,19312,debit,UPI
2025-06-26,Zomato,5131,debit,UPI
2025-04-05,House Rent,2561,debit,UPI
2025-06-01,House Rent,14387,debit,UPI
2025-02-12,Mutual Fund,18806,debit,UPI
2025-08-22,Prime,1762,debit,UPI
2025-06-06,Movie,8768,debit,UPI
2025-07-04,Zomato,8644,debit,UPI
2025-03-30,Flipkart,12649,debit,UPI
2025-01-17,Movie,9760,debit,UPI
2025-01-16,Uber,12186,debit,UPI
2025-08-20,Stock,7542,debit,UPI
2025-05-09,Ola,12750,debit,UPI
2025-01-11,Game,14038,debit,UPI
2025-04-12,Spotify,17120,debit,UPI
2025-05-03,Mutual Fund,2628,credit,UPI
2025-01-02,Spotify,5829,debit,UPI
2025-08-22,Amazon,652,debit,UPI
2025-03-17,Game,6691,debit,UPI
2025-06-23,Electricity,8162,debit,UPI
2025-02-06,Swiggy,17351,debit,UPI
2025-06-20,House Rent,14458,debit,UPI
2025-04-23,Stock,18163,debit,UPI
2025-04-30,Game,604,debit,UPI
2025-06-29,Mutual Fund,13531,debit,UPI
2025-03-12,Amazon,7359,debit,UPI
2025-08-16,Zomato,1594,debit,UPI
2025-09-02,Amazon,12274,debit,UPI
2025-05-12,House Rent,15815,debit,UPI
2025-05-24,Zomato,8145,debit,UPI
2025-08-09,Water,10371,debit,UPI
2025-03-18,Movie,17034,debit,UPI
2025-09-05,Swiggy,18616,debit,UPI
2025-02-22,Mutual Fund,6592,debit,UPI
2025-04-20,Amazon,6450,debit,UPI
2025-04-23,Amazon,13193,debit,UPI
2025-09-05,House Rent,5587,debit,UPI
2025-09-08,Flipkart,7506,debit,UPI
2025-05-07,Game,1332,debit,UPI
2025-04-20,House Rent,19042,debit,UPI
2025-05-18,Flipkart,9677,debit,UPI
2025-05-01,Swiggy,14789,debit,UPI
2025-07-20,Water,16662,debit,UPI
2025-03-06,House Rent,1196,debit,UPI
2025-02-25,Amazon,17424,debit,UPI
2025-07-01,Flipkart,2679,debit,UPI
2025-08-05,Zomato,11907,debit,UPI
2025-07-05,Flipkart,11498,debit,UPI
2025-02-10,Netflix,13779,debit,UPI
2025-06-12,Movie,8242,debit,UPI
2025-05-24,House Rent,15651,debit,UPI
2025-03-06,House Rent,12839,debit,UPI
2025-06-24,Zomato,2930,debit,UPI
2025-08-11,Electricity,14765,debit,UPI
2025-05-19,House Rent,2555,debit,UPI
2025-02-20,Amazon,1028,debit,UPI
2025-04-29,House Rent,1766,debit,UPI
2025-04-05,Uber,10024,debit,UPI
2025-05-31,Prime,15288,debit,UPI
2025-01-18,Electricity,3392,debit,UPI
2025-05-02,Spotify,14168,debit,UPI
2025-01-28,Uber,9139,debit,UPI
2025-05-18,Flipkart,8148,debit,UPI
2025-02-14,House Rent,11853,debit,UPI
2025-05-01,Movie,16146,debit,UPI
2025-02-09,Stock,19901,debit,UPI
2025-05-29,Movie,17377,debit,UPI
2025-04-18,House Rent,19197,debit,UPI
2025-07-02,Movie,11390,debit,UPI
2025-08-18,Game,10373,debit,UPI
2025-01-14,Movie,18402,debit,UPI
2025-08-22,Zomato,15158,debit,UPI
2025-02-12,Prime,12786,debit,UPI
2025-02-19,Netflix,12000,debit,UPI
2025-01-25,House Rent,5971,debit,UPI
2025-04-02,Zomato,8036,debit,UPI
2025-09-07,Amazon,500,debit,UPI
2025-06-15,House Rent,18161,debit,UPI
2025-07-31,Uber,1245,debit,UPI
2025-03-07,Netflix,10678,debit,UPI
2025-07-27,Swiggy,14756,debit,UPI
2025-08-28,Uber,7105,debit,UPI
2025-05-12,Ola,9892,debit,UPI
2025-01-10,Flipkart,18727,debit,UPI
2025-07-03,Flipkart,610,debit,UPI
2025-08-05,House Rent,19006,debit,UPI
2025-04-01,Mutual Fund,4245,debit,UPI
2025-05-22,Zomato,8373,debit,UPI
2025-03-09,House Rent,17813,debit,UPI
2025-01-09,Movie,10358,debit,UPI
2025-07-09,Zomato,16681,debit,UPI
2025-03-02,Movie,7314,debit,UPI
2025-05-20,Swiggy,8499,debit,UPI
2025-06-20,Water,10574,debit,UPI
2025-05-07,Ola,11001,debit,UPI
2025-01-17,Zomato,3413,debit,UPI
2025-06-12,Electricity,7628,debit,UPI
2025-07-22,Zomato,16425,debit,UPI
2025-04-06,House Rent,4047,debit,UPI
2025-09-07,Game,8544,debit,UPI
2025-05-19,Spotify,14205,debit,UPI
2025-08-31,Zomato,4146,debit,UPI
2025-04-11,Uber,19782,debit,UPI
2025-03-18,House Rent,5358,debit,UPI
2025-04-24,Prime,17729,debit,UPI
2025-02-21,Spotify,613,debit,UPI
2025-03-26,Movie,8443,debit,UPI
2025-04-08,Movie,17684,debit,UPI
2025-02-28,House Rent,17839,debit,UPI
2025-06-18,Flipkart,3320,debit,UPI
2025-04-12,Electricity,19096,debit,UPI
2025-02-08,Game,13211,debit,UPI
2025-01-08,Netflix,12650,debit,UPI
2025-04-18,Spotify,10245,debit,UPI
2025-08-30,Water,4740,debit,UPI
2025-07-28,Swiggy,4953,debit,UPI
2025-01-15,Netflix,11776,debit,UPI
2025-04-12,Uber,5791,debit,UPI
2025-01-10,Swiggy,13844,debit,UPI
2025-02-13,Ola,2350,debit,UPI
2025-07-01,Prime,6384,debit,UPI
2025-06-10,Movie,15472,debit,UPI
2025-07-26,Uber,3247,debit,UPI
2025-01-22,Swiggy,4346,debit,UPI
2025-04-22,Electricity,8238,debit,UPI
2025-03-08,Amazon,15237,debit,UPI
2025-04-21,Electricity,5146,debit,UPI
2025-07-18,Stock,19023,debit,UPI
2025-08-03,Zomato,8293,debit,UPI
2025-01-22,Game,6808,debit,UPI
2025-01-01,Swiggy,14475,debit,UPI
2025-05-24,Spotify,11291,debit,UPI
2025-03-14,Prime,16965,debit,UPI
2025-07-17,Spotify,5917,debit,UPI
2025-04-30,Amazon,16688,debit,UPI
2025-03-31,Game,18758,debit,UPI
2025-03-31,Water,8701,debit,UPI
2025-02-13,Electricity,19551,debit,UPI
2025-03-14,Amazon,12311,debit,UPI
2025-07-29,Mutual Fund,16733,debit,UPI
2025-01-10,Water,1201,debit,UPI
2025-04-25,Amazon,11523,debit,UPI
2025-01-09,Swiggy,3922,debit,UPI
2025-08-09,Water,14587,debit,UPI
2025-04-17,Zomato,19929,debit,UPI
2025-07-13,Zomato,17075,debit,UPI
2025-08-31,Swiggy,11492,debit,UPI
2025-06-17,Amazon,13129,debit,UPI
2025-03-13,Prime,8950,debit,UPI
2025-09-08,House Rent,1762,debit,UPI
2025-07-28,Amazon,7373,debit,UPI
2025-05-08,Movie,1368,debit,UPI
2025-03-14,Swiggy,5373,debit,UPI
2025-07-20,Electricity,18122,debit,UPI
2025-06-12,Amazon,3139,debit,UPI
2025-02-22,Mutual Fund,16557,debit,UPI
2025-03-24,Game,563,debit,UPI
2025-09-02,Stock,17831,credit,UPI
2025-06-05,House Rent,14115,debit,UPI
2025-05-19,Flipkart,16544,debit,UPI
2025-08-26,Ola,11981,debit,UPI
2025-08-11,Electricity,2607,debit,UPI
2025-06-21,Ola,17722,debit,UPI
2025-09-07,Uber,15164,debit,UPI
2025-02-28,House Rent,6507,debit,UPI
2025-02-24,Ola,18698,debit,UPI
2025-03-21,Amazon,7795,debit,UPI
2025-03-03,Game,18914,debit,UPI
2025-01-07,Ola,8210,debit,UPI
2025-08-02,Water,6835,debit,UPI
2025-09-01,Water,12461,debit,UPI
2025-03-21,Ola,13782,debit,UPI
2025-06-09,Amazon,15391,debit,UPI
2025-05-12,Amazon,9150,debit,UPI
2025-07-08,Spotify,19483,debit,UPI
2025-05-02,Amazon,1840,debit,UPI
2025-02-27,Prime,19966,debit,UPI
2025-05-25,Ola,2215,debit,UPI
2025-04-03,Ola,15402,debit,UPI
2025-07-22,Stock,15272,credit,UPI
2025-08-22,Amazon,14906,debit,UPI
2025-02-02,Mutual Fund,10452,debit,UPI
2025-03-30,Stock,661,debit,UPI
2025-08-26,Prime,17716,debit,UPI
2025-06-19,Game,1422,debit,UPI
2025-05-13,Ola,12822,debit,UPI
2025-03-07,Stock,2032,debit,UPI
2025-04-03,Uber,14734,debit,UPI
2025-08-05,Swiggy,5223,debit,UPI
2025-08-19,Flipkart,19419,debit,UPI
2025-01-05,Ola,10133,debit,UPI
2025-07-15,Electricity,7558,debit,UPI
2025-02-18,Movie,809,debit,UPI
